type,category,question,answer,clean_text,spu_id,spu_name,sub_category,brand,specs,description,rule_id,rule_category,rule_title,rule_content,session_id,turn_id,role,message,intent_label
product,手机通讯,,,华为华为 智能手机 026型，重量: 0.4kg | 颜色: 樱花粉 | 规格: 旗舰版。手机通讯品类热销产品，累计好评47万+。120Hz高刷屏,SPU000026,华为 智能手机 026型,智能手机,华为,重量: 0.4kg | 颜色: 樱花粉 | 规格: 旗舰版,华为华为 智能手机 026型，重量: 0.4kg | 颜色: 樱花粉 | 规格: 旗舰版。手机通讯品类热销产品，累计好评47万+。120Hz高刷屏,,,,,,,,,
product,手机通讯,,,阿迪达斯官方正品阿迪达斯 智能手机 027型，规格: 标准版 | 重量: 20.3kg | 颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,SPU000027,阿迪达斯 智能手机 027型,智能手机,阿迪达斯,规格: 标准版 | 重量: 20.3kg | 颜色: 珍珠白,阿迪达斯官方正品阿迪达斯 智能手机 027型，规格: 标准版 | 重量: 20.3kg | 颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,【美的旗舰店】美的 智能手机 028型，颜色: 珍珠白。超长续航5000mAh。现在下单享限时包邮。,SPU000028,美的 智能手机 028型,智能手机,美的,颜色: 珍珠白,【美的旗舰店】美的 智能手机 028型，颜色: 珍珠白。超长续航5000mAh。现在下单享限时包邮。,,,,,,,,,
product,手机通讯,,,【阿迪达斯旗舰店】阿迪达斯 智能手机 029型，规格: 标准版 | 颜色: 星空灰。120Hz高刷屏。现在下单享赠品随单送。,SPU000029,阿迪达斯 智能手机 029型,智能手机,阿迪达斯,规格: 标准版 | 颜色: 星空灰,【阿迪达斯旗舰店】阿迪达斯 智能手机 029型，规格: 标准版 | 颜色: 星空灰。120Hz高刷屏。现在下单享赠品随单送。,,,,,,,,,
product,手机通讯,,,【蒙牛旗舰店】蒙牛 智能手机 030型，规格: Lite版 | 颜色: 星空灰 | 重量: 1.1kg。120Hz高刷屏。现在下单享赠品随单送。,SPU000030,蒙牛 智能手机 030型,智能手机,蒙牛,规格: Lite版 | 颜色: 星空灰 | 重量: 1.1kg,【蒙牛旗舰店】蒙牛 智能手机 030型，规格: Lite版 | 颜色: 星空灰 | 重量: 1.1kg。120Hz高刷屏。现在下单享赠品随单送。,,,,,,,,,
product,手机通讯,,,【资生堂旗舰店】资生堂 智能手机 031型，重量: 7.4kg | 颜色: 星空灰。高清AI四摄。现在下单享买二免一。,SPU000031,资生堂 智能手机 031型,智能手机,资生堂,重量: 7.4kg | 颜色: 星空灰,【资生堂旗舰店】资生堂 智能手机 031型，重量: 7.4kg | 颜色: 星空灰。高清AI四摄。现在下单享买二免一。,,,,,,,,,
product,手机通讯,,,【欧莱雅旗舰店】欧莱雅 智能手机 032型，重量: 8.5kg | 规格: Lite版 | 颜色: 珍珠白。超长续航5000mAh。现在下单享买二免一。,SPU000032,欧莱雅 智能手机 032型,智能手机,欧莱雅,重量: 8.5kg | 规格: Lite版 | 颜色: 珍珠白,【欧莱雅旗舰店】欧莱雅 智能手机 032型，重量: 8.5kg | 规格: Lite版 | 颜色: 珍珠白。超长续航5000mAh。现在下单享买二免一。,,,,,,,,,
product,手机通讯,,,三星官方正品三星 智能手机 033型，规格: Lite版 | 颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,SPU000033,三星 智能手机 033型,智能手机,三星,规格: Lite版 | 颜色: 珍珠白,三星官方正品三星 智能手机 033型，规格: Lite版 | 颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,资生堂资生堂 智能手机 034型，规格: Pro版 | 重量: 0.6kg | 颜色: 雾霾蓝。手机通讯品类热销产品，累计好评40万+。高清AI四摄,SPU000034,资生堂 智能手机 034型,智能手机,资生堂,规格: Pro版 | 重量: 0.6kg | 颜色: 雾霾蓝,资生堂资生堂 智能手机 034型，规格: Pro版 | 重量: 0.6kg | 颜色: 雾霾蓝。手机通讯品类热销产品，累计好评40万+。高清AI四摄,,,,,,,,,
product,手机通讯,,,百草味官方正品百草味 智能手机 035型，规格: 升级版 | 重量: 19.8kg | 颜色: 经典黑。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,SPU000035,百草味 智能手机 035型,智能手机,百草味,规格: 升级版 | 重量: 19.8kg | 颜色: 经典黑,百草味官方正品百草味 智能手机 035型，规格: 升级版 | 重量: 19.8kg | 颜色: 经典黑。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,【资生堂旗舰店】资生堂 智能手机 036型，规格: 旗舰版 | 颜色: 星空灰。超长续航5000mAh。现在下单享30天价保。,SPU000036,资生堂 智能手机 036型,智能手机,资生堂,规格: 旗舰版 | 颜色: 星空灰,【资生堂旗舰店】资生堂 智能手机 036型，规格: 旗舰版 | 颜色: 星空灰。超长续航5000mAh。现在下单享30天价保。,,,,,,,,,
product,手机通讯,,,华为华为 智能手机 037型，颜色: 樱花粉 | 规格: 标准版 | 重量: 0.4kg。手机通讯品类热销产品，累计好评18万+。支持5G全网通,SPU000037,华为 智能手机 037型,智能手机,华为,颜色: 樱花粉 | 规格: 标准版 | 重量: 0.4kg,华为华为 智能手机 037型，颜色: 樱花粉 | 规格: 标准版 | 重量: 0.4kg。手机通讯品类热销产品，累计好评18万+。支持5G全网通,,,,,,,,,
product,手机通讯,,,安踏安踏 智能手机 038型，颜色: 星空灰。手机通讯品类热销产品，累计好评23万+。超长续航5000mAh,SPU000038,安踏 智能手机 038型,智能手机,安踏,颜色: 星空灰,安踏安踏 智能手机 038型，颜色: 星空灰。手机通讯品类热销产品，累计好评23万+。超长续航5000mAh,,,,,,,,,
product,手机通讯,,,【蒙牛旗舰店】蒙牛 智能手机 039型，重量: 13.7kg | 颜色: 樱花粉。120Hz高刷屏。现在下单享买二免一。,SPU000039,蒙牛 智能手机 039型,智能手机,蒙牛,重量: 13.7kg | 颜色: 樱花粉,【蒙牛旗舰店】蒙牛 智能手机 039型，重量: 13.7kg | 颜色: 樱花粉。120Hz高刷屏。现在下单享买二免一。,,,,,,,,,
product,手机通讯,,,三星三星 智能手机 040型，重量: 23.6kg | 规格: Lite版 | 颜色: 雾霾蓝。手机通讯品类热销产品，累计好评29万+。支持5G全网通,SPU000040,三星 智能手机 040型,智能手机,三星,重量: 23.6kg | 规格: Lite版 | 颜色: 雾霾蓝,三星三星 智能手机 040型，重量: 23.6kg | 规格: Lite版 | 颜色: 雾霾蓝。手机通讯品类热销产品，累计好评29万+。支持5G全网通,,,,,,,,,
product,手机通讯,,,欧莱雅欧莱雅 智能手机 041型，颜色: 樱花粉 | 规格: 升级版。手机通讯品类热销产品，累计好评10万+。超长续航5000mAh,SPU000041,欧莱雅 智能手机 041型,智能手机,欧莱雅,颜色: 樱花粉 | 规格: 升级版,欧莱雅欧莱雅 智能手机 041型，颜色: 樱花粉 | 规格: 升级版。手机通讯品类热销产品，累计好评10万+。超长续航5000mAh,,,,,,,,,
product,手机通讯,,,【科沃斯旗舰店】科沃斯 智能手机 042型，规格: Lite版 | 重量: 11.5kg | 颜色: 星空灰。高清AI四摄。现在下单享买二免一。,SPU000042,科沃斯 智能手机 042型,智能手机,科沃斯,规格: Lite版 | 重量: 11.5kg | 颜色: 星空灰,【科沃斯旗舰店】科沃斯 智能手机 042型，规格: Lite版 | 重量: 11.5kg | 颜色: 星空灰。高清AI四摄。现在下单享买二免一。,,,,,,,,,
product,手机通讯,,,阿迪达斯官方正品阿迪达斯 智能手机 043型，规格: 旗舰版 | 颜色: 雾霾蓝 | 重量: 18.4kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,SPU000043,阿迪达斯 智能手机 043型,智能手机,阿迪达斯,规格: 旗舰版 | 颜色: 雾霾蓝 | 重量: 18.4kg,阿迪达斯官方正品阿迪达斯 智能手机 043型，规格: 旗舰版 | 颜色: 雾霾蓝 | 重量: 18.4kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,三只松鼠官方正品三只松鼠 智能手机 044型，规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,SPU000044,三只松鼠 智能手机 044型,智能手机,三只松鼠,规格: 标准版,三只松鼠官方正品三只松鼠 智能手机 044型，规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,耐克耐克 智能手机 045型，重量: 10.6kg | 颜色: 星空灰 | 规格: 升级版。手机通讯品类热销产品，累计好评46万+。120Hz高刷屏,SPU000045,耐克 智能手机 045型,智能手机,耐克,重量: 10.6kg | 颜色: 星空灰 | 规格: 升级版,耐克耐克 智能手机 045型，重量: 10.6kg | 颜色: 星空灰 | 规格: 升级版。手机通讯品类热销产品，累计好评46万+。120Hz高刷屏,,,,,,,,,
product,手机通讯,,,美的美的 智能手机 046型，重量: 3.4kg | 规格: 标准版。手机通讯品类热销产品，累计好评49万+。支持5G全网通,SPU000046,美的 智能手机 046型,智能手机,美的,重量: 3.4kg | 规格: 标准版,美的美的 智能手机 046型，重量: 3.4kg | 规格: 标准版。手机通讯品类热销产品，累计好评49万+。支持5G全网通,,,,,,,,,
product,手机通讯,,,伊利伊利 智能手机 047型，规格: Lite版 | 颜色: 樱花粉 | 重量: 6.3kg。手机通讯品类热销产品，累计好评19万+。120Hz高刷屏,SPU000047,伊利 智能手机 047型,智能手机,伊利,规格: Lite版 | 颜色: 樱花粉 | 重量: 6.3kg,伊利伊利 智能手机 047型，规格: Lite版 | 颜色: 樱花粉 | 重量: 6.3kg。手机通讯品类热销产品，累计好评19万+。120Hz高刷屏,,,,,,,,,
product,手机通讯,,,格力官方正品格力 智能手机 048型，规格: Lite版 | 重量: 8.8kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,SPU000048,格力 智能手机 048型,智能手机,格力,规格: Lite版 | 重量: 8.8kg,格力官方正品格力 智能手机 048型，规格: Lite版 | 重量: 8.8kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,伊利伊利 智能手机 049型，规格: Lite版。手机通讯品类热销产品，累计好评25万+。高清AI四摄,SPU000049,伊利 智能手机 049型,智能手机,伊利,规格: Lite版,伊利伊利 智能手机 049型，规格: Lite版。手机通讯品类热销产品，累计好评25万+。高清AI四摄,,,,,,,,,
product,手机通讯,,,格力格力 智能手机 050型，颜色: 樱花粉。手机通讯品类热销产品，累计好评28万+。120Hz高刷屏,SPU000050,格力 智能手机 050型,智能手机,格力,颜色: 樱花粉,格力格力 智能手机 050型，颜色: 樱花粉。手机通讯品类热销产品，累计好评28万+。120Hz高刷屏,,,,,,,,,
product,手机通讯,,,三星官方正品三星 智能手机 051型，重量: 14.8kg | 规格: Lite版 | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,SPU000051,三星 智能手机 051型,智能手机,三星,重量: 14.8kg | 规格: Lite版 | 颜色: 经典黑,三星官方正品三星 智能手机 051型，重量: 14.8kg | 规格: Lite版 | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,,,,,,,,,
product,手机通讯,,,三星三星 智能手机 052型，规格: 升级版 | 颜色: 樱花粉 | 重量: 11.3kg。手机通讯品类热销产品，累计好评31万+。超长续航5000mAh,SPU000052,三星 智能手机 052型,智能手机,三星,规格: 升级版 | 颜色: 樱花粉 | 重量: 11.3kg,三星三星 智能手机 052型，规格: 升级版 | 颜色: 樱花粉 | 重量: 11.3kg。手机通讯品类热销产品，累计好评31万+。超长续航5000mAh,,,,,,,,,
